FECHA,TEMPERATURA,HUMEDAD
2019-03-18 15:00:00,15.8,23.0
2019-03-18 16:00:00,16.4,22.0
2019-03-18 17:00:00,16.5,22.0
2019-03-18 18:00:00,15.7,22.0
2019-03-18 19:00:00,14.1,24.0
2019-03-18 20:00:00,12.8,29.0
2019-03-18 21:00:00,11.3,37.0
2019-03-18 22:00:00,9.9,38.0
2019-03-18 23:00:00,8.8,42.0
2019-03-19 00:00:00,8.0,47.0
2019-03-19 01:00:00,7.5,50.0
2019-03-19 02:00:00,7.0,51.0
2019-03-19 03:00:00,6.8,52.0
2019-03-19 04:00:00,6.8,52.0
2019-03-19 05:00:00,6.9,51.0
2019-03-19 06:00:00,7.2,50.0
2019-03-19 07:00:00,7.4,49.0
2019-03-19 08:00:00,8.3,48.0
2019-03-19 09:00:00,10.8,42.0
2019-03-19 10:00:00,11.9,39.0
2019-03-19 11:00:00,12.4,38.0
2019-03-19 12:00:00,13.7,35.0
2019-03-19 13:00:00,14.6,32.0
2019-03-19 14:00:00,15.7,30.0
2019-03-19 15:00:00,15.9,30.0
2019-03-19 16:00:00,15.8,30.0
2019-03-19 17:00:00,16.3,29.0
2019-03-19 18:00:00,14.8,32.0
2019-03-19 19:00:00,12.8,37.0
2019-03-19 20:00:00,11.6,39.0
2019-03-19 21:00:00,10.5,43.0
2019-03-19 22:00:00,9.4,46.0
2019-03-19 23:00:00,8.6,49.0
2019-03-20 00:00:00,7.8,51.0
2019-03-20 01:00:00,7.0,54.0
2019-03-20 02:00:00,6.2,56.0
2019-03-20 03:00:00,5.4,59.0
2019-03-20 04:00:00,5.1,59.0
2019-03-20 05:00:00,5.1,59.0
2019-03-20 06:00:00,5.0,59.0
2019-03-20 07:00:00,5.0,58.0
2019-03-20 08:00:00,5.6,56.0
2019-03-20 09:00:00,7.4,50.0
2019-03-20 10:00:00,8.9,45.0
2019-03-20 11:00:00,10.6,39.0
2019-03-20 12:00:00,11.6,35.0
2019-03-20 13:00:00,12.7,32.0
2019-03-20 14:00:00,14.1,29.0
2019-03-20 15:00:00,15.1,26.0
2019-03-20 16:00:00,15.8,23.0
2019-03-20 17:00:00,16.2,23.0
2019-03-20 18:00:00,15.4,23.0
2019-03-20 19:00:00,13.5,26.0
2019-03-20 20:00:00,12.9,28.0
2019-03-20 21:00:00,11.9,28.0
2019-03-20 22:00:00,10.8,30.0
2019-03-20 23:00:00,9.7,32.0
2019-03-21 00:00:00,8.5,36.0
2019-03-21 01:00:00,7.6,39.0
2019-03-21 02:00:00,6.7,42.0
2019-03-21 03:00:00,6.2,45.0
2019-03-21 04:00:00,5.7,47.0
2019-03-21 05:00:00,5.5,48.0
2019-03-21 06:00:00,5.4,48.0
2019-03-21 07:00:00,5.0,50.0
2019-03-21 08:00:00,5.7,49.0
2019-03-21 09:00:00,8.2,43.0
2019-03-21 10:00:00,10.0,38.0
2019-03-21 11:00:00,11.1,38.0
2019-03-21 12:00:00,12.3,38.0
2019-03-21 13:00:00,13.9,34.0
2019-03-21 14:00:00,15.6,28.0
2019-03-21 15:00:00,16.3,24.0
2019-03-21 16:00:00,16.9,21.0
2019-03-21 17:00:00,17.0,22.0
2019-03-21 18:00:00,15.6,25.0
2019-03-21 19:00:00,13.4,29.0
2019-03-21 20:00:00,12.1,33.0
2019-03-21 21:00:00,11.5,34.0
2019-03-21 22:00:00,10.9,36.0
2019-03-21 23:00:00,10.1,37.0
2019-03-22 00:00:00,8.8,38.0
2019-03-22 01:00:00,7.8,42.0
2019-03-22 02:00:00,7.3,44.0
2019-03-22 03:00:00,6.9,46.0
2019-03-22 04:00:00,6.9,45.0
2019-03-22 05:00:00,6.8,48.0
2019-03-22 06:00:00,5.9,53.0
2019-03-22 07:00:00,5.6,52.0
2019-03-22 08:00:00,7.2,46.0
2019-03-22 09:00:00,9.6,40.0
2019-03-22 10:00:00,10.6,37.0
2019-03-22 11:00:00,12.2,33.0
2019-03-22 12:00:00,14.3,30.0
2019-03-22 13:00:00,15.9,26.0
2019-03-22 14:00:00,,23.0
2019-03-22 15:00:00,19.1,23.0
2019-03-22 16:00:00,19.4,22.0
2019-03-22 17:00:00,19.9,22.0
2019-03-22 18:00:00,18.8,25.0
2019-03-22 19:00:00,16.3,30.0
2019-03-22 20:00:00,15.0,33.0
2019-03-22 21:00:00,14.1,36.0
2019-03-22 22:00:00,12.9,40.0
2019-03-22 23:00:00,12.3,45.0
2019-03-23 00:00:00,11.9,47.0
2019-03-23 01:00:00,11.0,51.0
2019-03-23 02:00:00,11.0,51.0
2019-03-23 03:00:00,10.3,54.0
2019-03-23 04:00:00,10.2,51.0
2019-03-23 05:00:00,9.6,49.0
2019-03-23 06:00:00,9.1,51.0
2019-03-23 07:00:00,8.8,53.0
2019-03-23 08:00:00,9.2,52.0
2019-03-23 09:00:00,12.0,45.0
2019-03-23 10:00:00,14.1,41.0
2019-03-23 11:00:00,16.2,37.0
2019-03-23 12:00:00,18.2,31.0
2019-03-23 13:00:00,19.5,28.0
2019-03-23 14:00:00,20.7,24.0
2019-03-23 15:00:00,19.7,26.0
2019-03-23 16:00:00,19.2,27.0
2019-03-23 17:00:00,19.8,27.0
2019-03-23 18:00:00,18.5,30.0
2019-03-23 19:00:00,17.1,33.0
2019-03-23 20:00:00,16.4,36.0
2019-03-23 21:00:00,15.1,40.0
2019-03-23 22:00:00,13.9,43.0
2019-03-23 23:00:00,13.1,44.0
2019-03-24 00:00:00,13.1,44.0
2019-03-24 01:00:00,13.0,45.0
2019-03-24 02:00:00,12.6,45.0
2019-03-24 03:00:00,12.4,46.0
2019-03-24 04:00:00,11.8,49.0
2019-03-24 05:00:00,10.8,52.0
2019-03-24 06:00:00,9.9,55.0
2019-03-24 07:00:00,9.7,55.0
2019-03-24 08:00:00,10.8,51.0
2019-03-24 09:00:00,13.1,44.0
2019-03-24 10:00:00,15.3,39.0
2019-03-24 11:00:00,16.5,35.0
2019-03-24 12:00:00,18.7,28.0
2019-03-24 13:00:00,20.2,23.0
2019-03-24 14:00:00,21.4,20.0
2019-03-24 15:00:00,22.3,20.0
2019-03-24 16:00:00,22.6,20.0
2019-03-24 17:00:00,22.5,19.0
2019-03-24 18:00:00,21.3,19.0
2019-03-24 19:00:00,19.1,22.0
2019-03-24 20:00:00,17.3,26.0
2019-03-24 21:00:00,16.2,29.0
2019-03-24 22:00:00,15.4,31.0
2019-03-24 23:00:00,14.7,32.0
2019-03-25 00:00:00,14.1,32.0
2019-03-25 01:00:00,13.6,34.0
2019-03-25 02:00:00,13.0,34.0
2019-03-25 03:00:00,12.3,37.0
2019-03-25 04:00:00,11.7,40.0
2019-03-25 05:00:00,11.2,41.0
2019-03-25 06:00:00,10.7,41.0
2019-03-25 07:00:00,10.4,42.0
2019-03-25 08:00:00,11.0,42.0
2019-03-25 09:00:00,12.7,40.0
2019-03-25 10:00:00,,
2019-03-25 11:00:00,17.4,28.0
2019-03-25 12:00:00,18.6,25.0
2019-03-25 13:00:00,20.2,23.0
2019-03-25 14:00:00,21.1,20.0
2019-03-25 15:00:00,21.8,19.0
2019-03-25 16:00:00,22.7,18.0
2019-03-25 17:00:00,22.6,17.0
2019-03-25 18:00:00,21.1,17.0
2019-03-25 19:00:00,18.9,19.0
2019-03-25 20:00:00,17.4,21.0
2019-03-25 21:00:00,14.7,24.0
2019-03-25 22:00:00,12.8,31.0
2019-03-25 23:00:00,11.4,33.0
2019-03-26 00:00:00,10.0,38.0
2019-03-26 01:00:00,8.6,45.0
2019-03-26 02:00:00,7.8,51.0
2019-03-26 03:00:00,7.3,53.0
2019-03-26 04:00:00,6.7,54.0
2019-03-26 05:00:00,6.4,57.0
2019-03-26 06:00:00,6.3,57.0
2019-03-26 07:00:00,6.4,55.0
2019-03-26 08:00:00,7.2,51.0
2019-03-26 09:00:00,9.3,44.0
2019-03-26 10:00:00,11.4,40.0
2019-03-26 11:00:00,13.5,36.0
2019-03-26 12:00:00,16.1,31.0
2019-03-26 13:00:00,18.1,27.0
2019-03-26 14:00:00,20.0,23.0
2019-03-26 15:00:00,21.9,19.0
2019-03-26 16:00:00,22.9,16.0
2019-03-26 17:00:00,21.9,17.0
2019-03-26 18:00:00,20.1,16.0
2019-03-26 19:00:00,17.6,15.0
2019-03-26 20:00:00,16.2,16.0
2019-03-26 21:00:00,15.3,16.0
2019-03-26 22:00:00,14.1,18.0
2019-03-26 23:00:00,12.3,20.0
2019-03-27 00:00:00,11.0,22.0
2019-03-27 01:00:00,9.8,24.0
2019-03-27 02:00:00,8.9,27.0
2019-03-27 03:00:00,8.0,32.0
2019-03-27 04:00:00,7.2,40.0
2019-03-27 05:00:00,6.2,58.0
2019-03-27 06:00:00,6.4,46.0
2019-03-27 07:00:00,6.1,51.0
2019-03-27 08:00:00,8.0,47.0
2019-03-27 09:00:00,10.7,41.0
2019-03-27 10:00:00,12.1,35.0
2019-03-27 11:00:00,12.9,33.0
2019-03-27 12:00:00,14.0,30.0
2019-03-27 13:00:00,15.9,27.0
2019-03-27 14:00:00,17.6,23.0
2019-03-27 15:00:00,18.8,20.0
2019-03-27 16:00:00,20.2,15.0
2019-03-27 17:00:00,20.6,16.0
2019-03-27 18:00:00,19.6,17.0
2019-03-27 19:00:00,16.5,22.0
2019-03-27 20:00:00,14.8,24.0
2019-03-27 21:00:00,14.8,24.0
2019-03-27 22:00:00,14.4,20.0
2019-03-27 23:00:00,13.0,22.0
2019-03-28 00:00:00,11.7,25.0
2019-03-28 01:00:00,10.8,28.0
2019-03-28 02:00:00,10.2,29.0
2019-03-28 03:00:00,9.4,30.0
2019-03-28 04:00:00,8.5,33.0
2019-03-28 05:00:00,7.6,36.0
2019-03-28 06:00:00,7.5,36.0
2019-03-28 07:00:00,7.0,37.0
2019-03-28 08:00:00,7.6,36.0
2019-03-28 09:00:00,10.1,32.0
2019-03-28 10:00:00,12.7,28.0
2019-03-28 11:00:00,13.9,23.0
2019-03-28 12:00:00,15.3,21.0
2019-03-28 13:00:00,16.4,20.0
2019-03-28 14:00:00,17.8,18.0
2019-03-28 15:00:00,19.5,16.0
2019-03-28 16:00:00,19.6,15.0
2019-03-28 17:00:00,20.4,15.0
2019-03-28 18:00:00,19.3,16.0
2019-03-28 19:00:00,16.3,20.0
2019-03-28 20:00:00,14.8,22.0
2019-03-28 21:00:00,13.8,24.0
2019-03-28 22:00:00,12.9,26.0
2019-03-28 23:00:00,12.3,26.0
2019-03-29 00:00:00,11.9,29.0
2019-03-29 01:00:00,10.6,31.0
2019-03-29 02:00:00,9.9,32.0
2019-03-29 03:00:00,9.4,35.0
2019-03-29 04:00:00,8.8,37.0
2019-03-29 05:00:00,8.4,38.0
2019-03-29 06:00:00,7.8,39.0
2019-03-29 07:00:00,7.3,41.0
2019-03-29 08:00:00,8.2,40.0
2019-03-29 09:00:00,10.8,36.0
2019-03-29 10:00:00,12.9,31.0
2019-03-29 11:00:00,13.6,29.0
2019-03-29 12:00:00,14.9,27.0
2019-03-29 13:00:00,16.3,24.0
2019-03-29 14:00:00,17.8,22.0
2019-03-29 15:00:00,18.9,20.0
2019-03-29 16:00:00,19.2,21.0
2019-03-29 17:00:00,19.1,22.0
2019-03-29 18:00:00,17.2,27.0
2019-03-29 19:00:00,14.4,33.0
2019-03-29 20:00:00,13.8,34.0
2019-03-29 21:00:00,13.2,36.0
2019-03-29 22:00:00,12.1,43.0
2019-03-29 23:00:00,10.8,47.0
2019-03-30 00:00:00,9.8,49.0
2019-03-30 01:00:00,9.1,50.0
2019-03-30 02:00:00,8.6,48.0
2019-03-30 03:00:00,8.3,44.0
2019-03-30 04:00:00,8.1,44.0
2019-03-30 05:00:00,7.7,46.0
2019-03-30 06:00:00,7.6,48.0
2019-03-30 07:00:00,7.3,50.0
2019-03-30 08:00:00,7.6,47.0
2019-03-30 09:00:00,9.6,42.0
2019-03-30 10:00:00,11.4,38.0
2019-03-30 11:00:00,13.2,35.0
2019-03-30 12:00:00,14.8,33.0
2019-03-30 13:00:00,16.2,31.0
2019-03-30 14:00:00,18.1,28.0
2019-03-30 15:00:00,19.1,25.0
2019-03-30 16:00:00,20.1,23.0
2019-03-30 17:00:00,20.0,22.0
2019-03-30 18:00:00,19.1,24.0
2019-03-30 19:00:00,16.3,31.0
2019-03-30 20:00:00,15.0,34.0
2019-03-30 21:00:00,14.4,35.0
2019-03-30 22:00:00,14.2,41.0
2019-03-30 23:00:00,13.0,50.0
2019-03-31 00:00:00,12.0,57.0
2019-03-31 01:00:00,11.6,59.0
2019-03-31 02:00:00,,
2019-03-31 03:00:00,11.8,56.0
2019-03-31 04:00:00,11.5,55.0
2019-03-31 05:00:00,11.1,53.0
2019-03-31 06:00:00,10.6,55.0
2019-03-31 07:00:00,10.2,58.0
2019-03-31 08:00:00,10.1,55.0
2019-03-31 09:00:00,10.1,55.0
2019-03-31 10:00:00,11.2,51.0
2019-03-31 11:00:00,11.7,50.0
2019-03-31 12:00:00,10.8,62.0
2019-03-31 13:00:00,10.1,68.0
2019-03-31 14:00:00,11.3,64.0
2019-03-31 15:00:00,12.2,62.0
2019-03-31 16:00:00,12.4,64.0
2019-03-31 17:00:00,12.0,66.0
2019-03-31 18:00:00,11.8,67.0
2019-03-31 19:00:00,11.8,69.0
2019-03-31 20:00:00,11.2,72.0
2019-03-31 21:00:00,11.0,76.0
2019-03-31 22:00:00,10.7,78.0
2019-03-31 23:00:00,10.0,81.0
2019-04-01 00:00:00,9.4,84.0
2019-04-01 01:00:00,9.2,85.0
2019-04-01 02:00:00,9.3,85.0
2019-04-01 03:00:00,9.2,85.0
2019-04-01 04:00:00,9.3,82.0
2019-04-01 05:00:00,9.2,81.0
2019-04-01 06:00:00,9.1,82.0
2019-04-01 07:00:00,8.9,82.0
2019-04-01 08:00:00,9.1,83.0
2019-04-01 09:00:00,9.9,81.0
2019-04-01 10:00:00,10.9,77.0
2019-04-01 11:00:00,11.3,74.0
2019-04-01 12:00:00,12.2,69.0
2019-04-01 13:00:00,13.7,62.0
2019-04-01 14:00:00,14.5,57.0
2019-04-01 15:00:00,16.4,51.0
2019-04-01 16:00:00,17.1,48.0
2019-04-01 17:00:00,16.6,48.0
2019-04-01 18:00:00,17.4,45.0
2019-04-01 19:00:00,16.3,48.0
2019-04-01 20:00:00,14.9,53.0
2019-04-01 21:00:00,13.6,57.0
2019-04-01 22:00:00,13.2,59.0
2019-04-01 23:00:00,12.7,61.0
2019-04-02 00:00:00,12.9,59.0
2019-04-02 01:00:00,12.7,59.0
2019-04-02 02:00:00,11.6,68.0
2019-04-02 03:00:00,10.6,74.0
2019-04-02 04:00:00,10.1,77.0
2019-04-02 05:00:00,9.5,81.0
2019-04-02 06:00:00,8.8,85.0
2019-04-02 07:00:00,8.7,84.0
2019-04-02 08:00:00,9.2,81.0
2019-04-02 09:00:00,10.1,75.0
2019-04-02 10:00:00,11.3,71.0
2019-04-02 11:00:00,13.9,60.0
2019-04-02 12:00:00,15.3,54.0
2019-04-02 13:00:00,16.5,49.0
2019-04-02 14:00:00,17.6,44.0
2019-04-02 15:00:00,15.7,56.0
2019-04-02 16:00:00,17.4,42.0
2019-04-02 17:00:00,16.8,46.0
2019-04-02 18:00:00,17.7,42.0
2019-04-02 19:00:00,16.5,46.0
2019-04-02 20:00:00,14.1,62.0
2019-04-02 21:00:00,13.1,66.0
2019-04-02 22:00:00,12.7,67.0
2019-04-02 23:00:00,12.6,68.0
2019-04-03 00:00:00,11.6,72.0
2019-04-03 01:00:00,12.2,66.0
2019-04-03 02:00:00,11.9,56.0
2019-04-03 03:00:00,10.9,53.0
2019-04-03 04:00:00,9.8,54.0
2019-04-03 05:00:00,9.5,55.0
2019-04-03 06:00:00,9.6,55.0
2019-04-03 07:00:00,8.5,60.0
2019-04-03 08:00:00,8.3,61.0
2019-04-03 09:00:00,9.8,56.0
2019-04-03 10:00:00,12.5,49.0
2019-04-03 11:00:00,13.9,47.0
2019-04-03 12:00:00,14.1,44.0
2019-04-03 13:00:00,14.2,41.0
2019-04-03 14:00:00,14.0,39.0
2019-04-03 15:00:00,14.7,34.0
2019-04-03 16:00:00,13.8,31.0
2019-04-03 17:00:00,14.6,27.0
2019-04-03 18:00:00,13.3,28.0
2019-04-03 19:00:00,12.2,28.0
2019-04-03 20:00:00,11.6,28.0
2019-04-03 21:00:00,10.9,29.0
2019-04-03 22:00:00,10.1,33.0
2019-04-03 23:00:00,9.3,35.0
2019-04-04 00:00:00,8.6,35.0
2019-04-04 01:00:00,7.8,36.0
2019-04-04 02:00:00,7.2,37.0
2019-04-04 03:00:00,6.5,40.0
2019-04-04 04:00:00,5.8,42.0
2019-04-04 05:00:00,4.8,47.0
2019-04-04 06:00:00,4.6,46.0
2019-04-04 07:00:00,4.2,48.0
2019-04-04 08:00:00,3.7,53.0
2019-04-04 09:00:00,4.6,48.0
2019-04-04 10:00:00,7.1,42.0
2019-04-04 11:00:00,8.3,39.0
2019-04-04 12:00:00,9.4,35.0
2019-04-04 13:00:00,10.6,30.0
2019-04-04 14:00:00,12.2,25.0
2019-04-04 15:00:00,13.6,23.0
2019-04-04 16:00:00,14.1,22.0
2019-04-04 17:00:00,13.9,20.0
2019-04-04 18:00:00,14.7,22.0
2019-04-04 19:00:00,13.2,24.0
2019-04-04 20:00:00,12.4,27.0
2019-04-04 21:00:00,12.1,29.0
2019-04-04 22:00:00,11.6,31.0
2019-04-04 23:00:00,11.2,34.0
2019-04-05 00:00:00,10.9,33.0
2019-04-05 01:00:00,10.1,38.0
2019-04-05 02:00:00,7.5,64.0
2019-04-05 03:00:00,5.8,83.0
2019-04-05 04:00:00,5.3,88.0
2019-04-05 05:00:00,5.4,91.0
2019-04-05 06:00:00,5.4,91.0
2019-04-05 07:00:00,5.4,93.0
2019-04-05 08:00:00,5.7,92.0
2019-04-05 09:00:00,6.0,89.0
2019-04-05 10:00:00,5.7,93.0
2019-04-05 11:00:00,5.9,91.0
2019-04-05 12:00:00,7.2,83.0
2019-04-05 13:00:00,7.4,81.0
2019-04-05 14:00:00,5.7,90.0
2019-04-05 15:00:00,7.0,82.0
2019-04-05 16:00:00,7.5,74.0
2019-04-05 17:00:00,8.5,68.0
2019-04-05 18:00:00,5.5,83.0
2019-04-05 19:00:00,5.6,82.0
2019-04-05 20:00:00,5.4,76.0
2019-04-05 21:00:00,5.6,76.0
2019-04-05 22:00:00,5.3,78.0
2019-04-05 23:00:00,5.1,80.0
2019-04-06 00:00:00,4.7,84.0
2019-04-06 01:00:00,4.7,87.0
2019-04-06 02:00:00,4.7,88.0
2019-04-06 03:00:00,4.4,90.0
2019-04-06 04:00:00,3.6,91.0
2019-04-06 05:00:00,3.2,91.0
2019-04-06 06:00:00,2.8,91.0
2019-04-06 07:00:00,2.8,90.0
2019-04-06 08:00:00,3.5,88.0
2019-04-06 09:00:00,4.3,84.0
2019-04-06 10:00:00,5.2,83.0
2019-04-06 11:00:00,6.1,80.0
2019-04-06 12:00:00,5.6,88.0
2019-04-06 13:00:00,8.0,76.0
2019-04-06 14:00:00,9.8,60.0
2019-04-06 15:00:00,10.3,56.0
2019-04-06 16:00:00,10.6,55.0
2019-04-06 17:00:00,10.5,52.0
2019-04-06 18:00:00,10.1,51.0
2019-04-06 19:00:00,8.0,73.0
2019-04-06 20:00:00,7.5,75.0
2019-04-06 21:00:00,7.0,72.0
2019-04-06 22:00:00,6.2,73.0
2019-04-06 23:00:00,5.5,77.0
2019-04-07 00:00:00,5.3,79.0
2019-04-07 01:00:00,5.0,82.0
2019-04-07 02:00:00,5.2,83.0
2019-04-07 03:00:00,4.9,86.0
2019-04-07 04:00:00,4.8,87.0
2019-04-07 05:00:00,4.5,87.0
2019-04-07 06:00:00,4.4,87.0
2019-04-07 07:00:00,4.5,81.0
2019-04-07 08:00:00,5.2,72.0
2019-04-07 09:00:00,5.9,68.0
2019-04-07 10:00:00,7.8,59.0
2019-04-07 11:00:00,9.6,49.0
2019-04-07 12:00:00,11.8,40.0
2019-04-07 13:00:00,11.9,40.0
2019-04-07 14:00:00,12.3,38.0
2019-04-07 15:00:00,13.2,37.0
2019-04-07 16:00:00,12.8,43.0
2019-04-07 17:00:00,11.2,54.0
2019-04-07 18:00:00,10.1,69.0
2019-04-07 19:00:00,9.3,78.0
2019-04-07 20:00:00,8.5,83.0
2019-04-07 21:00:00,8.3,88.0
2019-04-07 22:00:00,8.4,90.0
2019-04-07 23:00:00,8.4,91.0
2019-04-08 00:00:00,8.0,94.0
2019-04-08 01:00:00,7.8,97.0
2019-04-08 02:00:00,7.7,97.0
2019-04-08 03:00:00,7.9,96.0
2019-04-08 04:00:00,8.1,96.0
2019-04-08 05:00:00,8.3,97.0
2019-04-08 06:00:00,8.5,96.0
2019-04-08 07:00:00,8.6,97.0
2019-04-08 08:00:00,8.8,96.0
2019-04-08 09:00:00,9.0,96.0
2019-04-08 10:00:00,9.6,96.0
2019-04-08 11:00:00,10.4,91.0
2019-04-08 12:00:00,12.0,79.0
2019-04-08 13:00:00,13.3,59.0
2019-04-08 14:00:00,14.9,47.0
2019-04-08 15:00:00,15.9,42.0
2019-04-08 16:00:00,16.7,37.0
2019-04-08 17:00:00,17.1,37.0
2019-04-08 18:00:00,16.9,37.0
2019-04-08 19:00:00,15.1,41.0
2019-04-08 20:00:00,12.7,55.0
2019-04-08 21:00:00,11.9,58.0
2019-04-08 22:00:00,10.3,61.0
2019-04-08 23:00:00,8.9,72.0
2019-04-09 00:00:00,9.0,71.0
2019-04-09 01:00:00,8.2,75.0
2019-04-09 02:00:00,7.7,76.0
2019-04-09 03:00:00,7.3,82.0
2019-04-09 04:00:00,6.9,84.0
2019-04-09 05:00:00,6.3,87.0
2019-04-09 06:00:00,6.0,88.0
2019-04-09 07:00:00,5.8,88.0
2019-04-09 08:00:00,6.4,86.0
2019-04-09 09:00:00,7.4,82.0
2019-04-09 10:00:00,8.1,78.0
2019-04-09 11:00:00,7.9,85.0
2019-04-09 12:00:00,9.1,77.0
2019-04-09 13:00:00,9.7,70.0
2019-04-09 14:00:00,9.3,76.0
2019-04-09 15:00:00,9.5,71.0
2019-04-09 16:00:00,11.4,55.0
2019-04-09 17:00:00,13.6,43.0
2019-04-09 18:00:00,15.0,31.0
2019-04-09 19:00:00,13.1,37.0
2019-04-09 20:00:00,11.4,50.0
2019-04-09 21:00:00,10.1,54.0
2019-04-09 22:00:00,9.8,57.0
2019-04-09 23:00:00,8.5,74.0
2019-04-10 00:00:00,7.2,81.0
2019-04-10 01:00:00,7.4,77.0
2019-04-10 02:00:00,7.8,72.0
2019-04-10 03:00:00,7.6,71.0
2019-04-10 04:00:00,7.7,67.0
2019-04-10 05:00:00,7.4,68.0
2019-04-10 06:00:00,7.4,68.0
2019-04-10 07:00:00,7.5,67.0
2019-04-10 08:00:00,7.9,65.0
2019-04-10 09:00:00,8.9,63.0
2019-04-10 10:00:00,9.7,56.0
2019-04-10 11:00:00,11.3,49.0
2019-04-10 12:00:00,12.5,45.0
2019-04-10 13:00:00,11.7,47.0
2019-04-10 14:00:00,13.4,42.0
2019-04-10 15:00:00,14.5,40.0
2019-04-10 16:00:00,15.1,36.0
2019-04-10 17:00:00,16.0,34.0
2019-04-10 18:00:00,15.5,36.0
2019-04-10 19:00:00,14.1,44.0
2019-04-10 20:00:00,12.6,45.0
2019-04-10 21:00:00,11.8,45.0
2019-04-10 22:00:00,11.3,46.0
2019-04-10 23:00:00,11.1,47.0
2019-04-11 00:00:00,10.4,53.0
2019-04-11 01:00:00,9.4,59.0
2019-04-11 02:00:00,8.7,60.0
2019-04-11 03:00:00,8.2,61.0
2019-04-11 04:00:00,7.9,60.0
2019-04-11 05:00:00,7.5,61.0
2019-04-11 06:00:00,7.3,62.0
2019-04-11 07:00:00,6.3,68.0
2019-04-11 08:00:00,6.0,70.0
2019-04-11 09:00:00,8.0,60.0
2019-04-11 10:00:00,10.5,50.0
2019-04-11 11:00:00,12.0,44.0
2019-04-11 12:00:00,13.0,40.0
2019-04-11 13:00:00,13.5,38.0
2019-04-11 14:00:00,14.2,35.0
2019-04-11 15:00:00,14.9,31.0
2019-04-11 16:00:00,16.3,28.0
2019-04-11 17:00:00,15.4,29.0
2019-04-11 18:00:00,15.9,29.0
2019-04-11 19:00:00,14.7,33.0
2019-04-11 20:00:00,13.4,37.0
2019-04-11 21:00:00,12.4,39.0
2019-04-11 22:00:00,11.6,42.0
2019-04-11 23:00:00,10.9,47.0
2019-04-12 00:00:00,10.3,53.0
2019-04-12 01:00:00,9.5,56.0
2019-04-12 02:00:00,8.6,60.0
2019-04-12 03:00:00,7.7,63.0
2019-04-12 04:00:00,7.4,65.0
2019-04-12 05:00:00,6.7,68.0
2019-04-12 06:00:00,6.3,71.0
2019-04-12 07:00:00,5.4,75.0
2019-04-12 08:00:00,5.6,74.0
2019-04-12 09:00:00,8.6,60.0
2019-04-12 10:00:00,10.2,53.0
2019-04-12 11:00:00,11.8,48.0
2019-04-12 12:00:00,13.4,43.0
2019-04-12 13:00:00,14.4,40.0
2019-04-12 14:00:00,16.2,35.0
2019-04-12 15:00:00,18.3,29.0
2019-04-12 16:00:00,19.7,24.0
2019-04-12 17:00:00,20.3,23.0
2019-04-12 18:00:00,20.7,23.0
2019-04-12 19:00:00,19.6,24.0
2019-04-12 20:00:00,16.9,25.0
2019-04-12 21:00:00,15.5,30.0
2019-04-12 22:00:00,14.4,33.0
2019-04-12 23:00:00,13.0,37.0
2019-04-13 00:00:00,11.0,43.0
2019-04-13 01:00:00,9.5,49.0
2019-04-13 02:00:00,8.9,53.0
2019-04-13 03:00:00,8.4,53.0
2019-04-13 04:00:00,8.3,54.0
2019-04-13 05:00:00,8.0,54.0
2019-04-13 06:00:00,6.8,60.0
2019-04-13 07:00:00,7.0,56.0
2019-04-13 08:00:00,8.1,51.0
2019-04-13 09:00:00,10.4,44.0
2019-04-13 10:00:00,13.0,37.0
2019-04-13 11:00:00,14.8,32.0
2019-04-13 12:00:00,16.4,28.0
2019-04-13 13:00:00,17.6,21.0
2019-04-13 14:00:00,18.7,17.0
2019-04-13 15:00:00,20.7,14.0
2019-04-13 16:00:00,21.9,10.0
2019-04-13 17:00:00,22.7,10.0
2019-04-13 18:00:00,22.9,11.0
2019-04-13 19:00:00,21.9,13.0
2019-04-13 20:00:00,19.1,17.0
2019-04-13 21:00:00,17.7,23.0
2019-04-13 22:00:00,16.3,28.0
2019-04-13 23:00:00,15.3,34.0
2019-04-14 00:00:00,14.6,36.0
2019-04-14 01:00:00,14.1,39.0
2019-04-14 02:00:00,13.7,40.0
2019-04-14 03:00:00,13.1,46.0
2019-04-14 04:00:00,12.7,52.0
2019-04-14 05:00:00,11.7,59.0
2019-04-14 06:00:00,11.4,63.0
2019-04-14 07:00:00,10.5,65.0
2019-04-14 08:00:00,10.9,61.0
2019-04-14 09:00:00,13.6,58.0
2019-04-14 10:00:00,15.4,55.0
2019-04-14 11:00:00,17.4,52.0
2019-04-14 12:00:00,18.7,51.0
2019-04-14 13:00:00,20.0,47.0
2019-04-14 14:00:00,21.6,42.0
2019-04-14 15:00:00,22.9,37.0
2019-04-14 16:00:00,23.7,33.0
2019-04-14 17:00:00,24.7,33.0
2019-04-14 18:00:00,25.4,33.0
2019-04-14 19:00:00,23.6,37.0
2019-04-14 20:00:00,21.1,45.0
2019-04-14 21:00:00,19.7,52.0
2019-04-14 22:00:00,18.6,53.0
2019-04-14 23:00:00,17.3,60.0
2019-04-15 00:00:00,16.4,68.0
2019-04-15 01:00:00,15.5,73.0
2019-04-15 02:00:00,15.5,74.0
2019-04-15 03:00:00,14.6,76.0
2019-04-15 04:00:00,13.9,79.0
2019-04-15 05:00:00,13.8,79.0
2019-04-15 06:00:00,13.8,76.0
2019-04-15 07:00:00,13.5,76.0
2019-04-15 08:00:00,14.2,74.0
